SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,IsLuxury
730.3,3.465489528,4,1162.25,24.96,6.34,8.95,5.83,92.75,1.68,5.92,8.4,6.42,0
1226.9,2.41369557,4,124.54,46.35,8.88,64.92,5.67,91.71,1.66,7.27,5.51,6.45,0
1110.45,1.247922529,3,525.42,42.13,10.0,19.87,63.89,95.3,0.61,6.07,9.59,8.81,1
925.73,3.145481038,3,449.65,42.02,6.55,42.34,5.75,93.73,1.58,6.02,8.46,4.49,1
1274.02,2.293897532,3,739.25,22.13,9.47,54.11,19.8,90.93,1.35,6.97,9.51,6.48,1
1413.97,1.293677407,3,613.62,12.75,4.69,1.67,32.52,98.08,1.94,5.99,0.96,2.93,0
863.23,3.83542348,4,467.94,30.03,9.44,20.07,6.84,99.9,1.65,7.23,3.67,6.03,1
1204.99,1.428341872,2,870.73,4.26,9.95,35.86,2.71,99.86,2.24,6.09,7.08,5.71,0
2115.68,1.969607048,3,982.06,37.08,6.38,70.14,40.41,90.43,1.8,6.79,8.93,7.88,1
1312.83,2.053065884,4,1178.25,15.58,8.6,47.61,18.27,94.58,1.39,7.31,3.38,3.59,1
550.0,2.160201157,2,423.66,22.71,5.24,19.76,13.53,99.9,0.61,8.95,8.36,5.64,0
550.0,1.0,3,559.41,42.67,9.58,54.97,16.2,89.69,1.54,2.14,5.49,3.41,0
754.91,1.0,2,619.55,40.16,6.9,8.51,0.16,99.82,1.39,5.98,9.98,7.46,0
1129.74,1.988186489,4,492.98,29.21,8.36,15.82,35.49,99.9,0.88,4.2,4.98,8.09,1
1485.13,3.026249023,3,489.19,56.6,6.04,82.1,11.26,95.92,1.93,3.02,0.38,3.98,0
1383.96,1.0,4,622.16,66.01,6.56,47.43,5.94,94.51,1.41,4.06,10.0,7.05,1
550.0,1.772144003,5,620.77,3.96,6.17,71.96,7.71,99.9,2.05,4.85,9.03,8.66,1
1427.51,1.449288417,3,295.74,35.98,6.21,78.2,13.86,94.38,1.59,4.98,6.72,4.0,1
1473.2,4.342154715,3,323.36,31.79,9.0,54.82,25.87,84.95,2.1,8.31,3.79,5.78,0
1914.64,1.278973828,4,215.49,41.18,9.01,43.47,17.02,98.08,0.97,7.96,10.0,7.68,1
1046.69,1.186620717,2,295.67,38.9,7.1,68.29,13.83,84.96,1.9,1.27,1.91,3.15,0
550.0,3.205325257,3,104.1,34.49,4.94,31.48,1.2,98.7,1.24,6.17,10.0,10.0,0
1450.43,1.0,2,892.14,25.04,6.95,2.39,9.53,96.16,1.28,5.12,2.1,4.41,0
1025.62,1.910822347,1,169.54,23.35,3.79,103.43,9.67,96.55,1.06,2.92,1.48,6.84,0
1930.82,2.627478048,3,958.8,14.83,7.53,62.72,15.61,93.6,1.48,4.99,8.77,7.02,0
1491.29,1.779273074,2,357.3,34.76,7.03,99.75,37.53,99.9,1.56,6.78,9.1,5.82,1
1647.02,3.100505575,3,416.46,9.74,8.07,8.19,13.21,97.08,1.09,7.8,10.0,9.54,1
777.85,2.326473751,3,431.85,37.36,6.37,41.82,36.63,92.55,1.07,6.11,4.83,5.88,0
1040.5,1.602571713,4,398.24,21.78,7.81,33.69,7.56,93.19,0.79,3.9,5.42,7.85,1
550.0,3.341157623,1,754.56,3.18,5.8,15.95,25.03,92.36,1.66,2.25,4.21,3.78,0
971.19,1.0,4,891.88,53.22,7.83,13.85,28.5,87.03,1.52,6.42,6.44,6.53,1
700.9,1.0,3,840.32,0.29,6.09,92.84,8.42,87.5,1.77,5.08,1.85,2.4,0
889.74,1.803241274,4,674.86,23.49,7.89,22.54,5.04,90.27,1.01,5.28,5.35,5.43,1
680.49,2.059072256,2,568.21,24.67,9.62,71.73,0.43,89.1,1.62,5.07,6.93,6.43,0
1290.82,2.414055783,2,125.72,38.12,7.09,75.24,13.88,90.09,1.4,4.97,1.57,2.33,0
913.84,1.0,4,919.24,6.08,8.21,94.23,20.77,96.85,1.74,1.42,8.05,5.74,1
1864.9,2.501197814,3,468.03,28.07,10.0,46.56,22.83,92.5,1.53,2.44,4.44,7.69,1
1965.66,3.273779005,3,975.98,11.21,3.98,37.1,14.69,92.84,1.22,5.87,10.0,7.75,1
550.0,2.078213767,2,233.4,2.75,7.62,37.74,29.72,88.91,1.46,6.16,3.04,2.74,0
890.36,2.442325249,4,495.31,48.44,8.65,49.25,8.52,94.99,1.27,5.42,4.64,4.04,0
1404.65,3.788995099,4,826.77,49.69,7.02,28.46,8.03,94.75,2.5,5.81,6.5,6.67,1
1210.49,1.0,1,248.46,19.59,5.2,60.74,11.11,99.42,0.64,2.5,4.56,4.01,1
939.05,3.805854238,3,695.47,50.81,5.2,94.52,1.66,99.03,2.04,6.87,6.09,6.85,0
550.0,1.006560214,2,592.31,58.94,6.09,74.28,46.55,90.79,1.8,1.29,5.4,7.47,1
550.0,1.304851097,4,338.81,42.26,4.21,98.64,24.7,99.45,1.39,1.69,5.39,7.96,0
1569.31,2.837246104,3,1037.97,14.37,5.09,84.33,6.04,99.02,1.63,3.62,6.74,4.07,1
691.22,2.233119991,3,45.06,26.23,9.11,73.12,8.23,86.7,1.14,1.99,5.5,6.07,1
550.0,3.23470237,2,133.69,30.57,6.25,51.7,26.0,89.26,1.91,6.52,7.78,5.0,1
550.0,1.0,3,201.96,40.06,4.59,44.27,14.3,95.1,1.85,2.95,2.91,4.27,1
976.35,1.0,3,841.37,5.77,7.88,70.82,4.13,99.85,1.01,3.76,9.87,8.65,0
1257.82,1.050886021,3,479.92,8.17,4.91,6.75,27.73,90.28,1.66,2.14,0.15,2.23,1
1350.43,2.340889636,3,717.58,0.68,6.72,79.91,7.76,91.63,1.84,5.02,7.27,6.37,0
550.0,2.820423083,4,447.98,53.27,9.39,29.22,28.28,89.1,2.13,6.84,1.97,4.1,0
680.27,1.0,2,389.08,11.22,6.04,73.45,24.28,99.9,0.88,3.68,7.19,9.2,0
1070.92,1.0,3,319.64,17.59,7.28,12.8,8.75,96.27,1.35,5.2,7.93,6.43,0
811.64,1.97683394,1,66.66,23.0,4.66,9.43,27.28,83.97,2.41,3.65,4.92,3.88,0
1522.4,1.532862053,3,247.56,13.5,8.64,26.49,20.21,98.15,1.26,7.21,5.92,6.01,1
1285.02,2.244890313,4,507.52,5.25,2.66,14.79,34.39,83.43,1.19,5.42,5.04,4.81,0
1202.35,1.7216453,3,311.3,39.48,7.67,58.34,4.12,88.17,1.62,7.48,7.66,8.07,1
550.0,1.052838097,3,570.12,4.84,9.51,72.2,18.78,99.9,0.94,6.05,8.36,5.11,0
1300.04,1.863375947,4,554.01,19.04,7.45,47.27,7.89,92.4,1.93,5.06,3.63,3.01,0
1011.04,3.717889431,4,409.82,21.48,9.74,12.28,9.58,99.9,1.51,9.64,7.55,9.34,1
901.0,3.411189375,3,35.04,21.19,10.0,4.84,19.49,89.47,1.59,4.62,9.88,7.16,1
868.81,2.585261194,2,191.56,31.67,8.42,41.32,13.12,86.79,0.68,2.44,0.97,3.01,0
550.0,1.773790529,3,104.81,63.77,5.72,19.7,5.69,93.49,1.55,3.18,4.86,6.47,0
1586.43,1.967370862,6,356.56,51.48,4.63,22.57,30.01,99.9,0.87,6.72,4.17,6.35,1
628.62,1.28916747,2,149.27,39.59,8.4,43.09,12.47,87.0,2.03,1.62,6.32,5.66,0
786.24,2.293741453,4,652.32,3.07,8.18,13.76,0.27,99.9,2.06,4.55,3.25,5.42,1
1059.64,1.0,3,30.61,9.72,10.0,52.9,12.65,95.99,1.15,4.3,3.51,4.67,1
550.0,2.568205646,4,418.32,45.07,5.19,29.34,32.21,91.47,1.36,4.59,8.47,5.91,1
927.23,3.076841003,5,675.93,16.65,8.27,31.76,6.73,95.29,1.42,7.94,10.0,5.11,1
997.28,2.959824965,3,644.48,25.04,6.36,92.75,14.76,97.71,1.56,5.43,5.52,6.14,1
1196.5,2.906671612,3,181.86,34.28,9.06,10.36,8.77,94.36,0.76,10.0,8.73,2.67,1
1033.26,2.544290356,2,466.89,21.06,5.07,45.72,9.6,89.41,1.94,4.56,1.86,5.21,1
903.0,2.010662102,4,968.45,59.96,4.64,109.31,20.93,95.21,1.14,7.4,4.94,6.43,1
550.0,1.0,2,389.08,18.27,5.05,42.52,22.34,99.9,1.42,3.53,8.5,5.75,0
559.57,1.0,3,774.16,23.98,7.77,111.82,53.25,94.33,2.05,5.25,2.0,2.3,0
783.91,2.191164991,4,515.91,41.84,6.85,74.19,19.26,93.42,1.63,6.53,5.65,8.57,1
973.77,1.814834477,4,21.96,2.2,6.5,33.45,1.71,99.17,1.8,6.27,7.15,6.28,1
550.0,2.267335366,3,183.94,37.1,6.95,67.96,41.71,99.9,1.93,2.44,10.0,6.82,0
1172.05,3.811829626,3,631.0,36.56,6.71,8.81,14.97,87.69,1.41,6.0,0.87,4.8,0
964.37,3.32549664,2,750.08,24.98,6.12,15.99,21.3,96.82,1.87,3.46,6.14,6.68,1
675.22,3.688655116,3,203.03,5.55,7.34,3.34,15.29,88.86,2.06,4.65,4.79,8.56,1
1198.87,2.470622097,3,386.34,18.69,6.92,94.37,17.13,95.84,2.07,6.37,2.45,2.7,1
849.96,2.261439795,3,504.5,46.83,8.09,13.43,23.31,95.97,2.29,5.01,9.06,5.34,1
1318.79,1.0,3,404.84,11.63,7.22,18.18,3.59,99.9,1.71,5.45,10.0,7.47,0
726.61,2.144672014,3,334.11,49.31,7.08,19.28,14.61,88.48,0.83,7.3,5.53,7.13,0
931.73,1.741008785,2,295.54,0.72,7.77,1.0,6.95,94.6,1.52,3.17,6.26,7.46,0
1439.53,1.988237756,2,153.92,17.84,4.36,0.24,43.05,99.29,1.61,3.26,6.05,1.06,1
1488.74,2.741183133,3,497.92,13.92,8.4,63.85,25.21,89.66,1.51,5.88,8.02,6.21,1
1644.94,3.358326898,4,1206.59,42.01,4.78,41.64,24.32,91.61,1.76,7.47,1.69,2.51,1
1536.98,1.0,1,267.89,23.77,6.84,93.62,25.63,93.45,2.04,5.3,7.1,8.18,1
550.0,2.234588924,3,315.66,25.45,3.74,63.97,4.44,98.42,1.3,0.69,7.95,2.94,0
1251.87,2.773043133,2,1153.38,27.86,7.96,139.4,7.11,93.9,1.29,5.8,5.38,4.77,0
1828.53,2.939570181,3,495.75,34.54,7.72,37.31,2.44,88.35,1.31,3.56,6.66,5.69,1
783.16,3.590101283,3,902.49,38.33,6.53,36.15,31.26,93.83,1.53,5.63,8.03,5.13,1
1340.03,1.0,4,131.12,48.45,5.3,10.64,4.08,90.19,1.52,0.71,10.0,4.94,0
550.0,3.507343964,5,747.14,26.02,10.0,39.25,24.72,90.29,1.39,5.64,6.13,7.1,1
1438.43,2.405576106,3,166.12,48.11,7.83,71.85,2.09,95.0,1.87,3.79,9.76,6.97,1
1581.99,2.288002864,4,971.33,12.2,6.56,73.96,11.8,99.9,1.28,7.6,3.75,3.46,1
775.12,2.170447449,2,456.11,39.3,4.45,16.86,0.89,91.51,1.58,3.56,7.1,6.35,0
1688.17,1.174348657,4,946.4,34.22,6.19,48.83,20.73,93.69,1.17,4.95,10.0,8.51,1
1119.76,1.658322355,1,140.58,30.45,6.92,48.45,38.77,99.9,0.57,5.18,5.45,4.78,1
972.33,1.689928199,3,516.19,39.7,5.99,9.35,25.0,90.66,0.91,6.77,10.0,7.63,1
922.31,3.467240979,3,314.82,47.2,8.57,1.1,22.2,93.56,2.48,7.06,10.0,7.0,1
1056.18,2.816784211,4,439.76,54.6,8.76,78.53,13.4,91.38,0.93,3.56,10.0,8.35,0
550.0,3.431824217,3,484.68,36.3,9.21,33.27,30.04,99.9,1.1,5.42,3.33,4.26,0
550.0,1.18557398,2,459.12,31.68,6.91,43.19,34.65,94.78,2.75,0.89,2.05,5.16,0
550.0,2.002786637,3,635.25,42.7,4.41,13.14,7.63,96.49,1.57,2.05,4.64,4.53,0
1218.44,1.702122157,3,600.08,19.22,6.85,52.46,36.65,96.75,1.91,6.52,4.8,5.82,1
606.65,2.994621827,3,22.75,70.74,6.52,13.53,17.01,99.9,2.01,5.61,9.97,6.65,0
1590.23,1.0,3,599.36,22.85,8.99,5.58,48.58,93.03,0.52,3.98,2.99,2.69,1
1569.56,2.732128952,3,989.79,21.47,9.04,30.48,17.42,91.78,1.37,4.98,10.0,7.05,1
679.57,1.093525573,2,518.23,46.36,7.35,13.87,4.22,98.41,2.76,3.8,2.49,4.83,0
550.0,2.299606283,3,520.05,36.28,4.1,57.42,26.9,95.08,1.31,2.75,8.77,5.92,0
1316.24,2.562856417,2,417.11,8.5,7.52,41.5,11.03,92.38,1.8,6.88,8.41,4.81,1
2167.29,1.0,3,119.79,11.64,8.85,11.65,18.75,93.84,1.2,8.45,4.13,5.32,1
1403.92,1.974140894,3,689.47,17.79,8.97,11.29,3.18,94.38,1.58,7.42,9.96,8.31,0
987.04,1.0,3,504.71,20.03,2.95,2.97,25.88,98.37,1.63,2.16,5.13,7.64,0
1068.51,2.584244154,1,342.5,25.81,7.2,43.24,30.31,98.36,1.02,5.4,6.56,9.38,0
727.21,2.159527648,5,909.97,55.57,5.66,26.54,23.48,87.87,1.94,5.95,0.5,6.04,1
1410.31,3.535258018,2,275.38,32.4,8.82,13.88,7.01,91.88,0.26,5.52,6.27,7.21,0
748.24,1.444367229,5,512.22,28.84,7.1,66.33,3.48,93.76,1.28,4.15,4.68,5.49,1
1580.54,2.121777685,1,768.23,30.45,7.3,16.64,13.95,90.72,2.07,6.76,6.67,6.73,1
874.34,1.062189133,1,631.09,60.21,5.93,1.85,11.86,87.07,1.47,5.01,3.77,9.65,0
550.0,3.557038767,3,103.65,27.32,10.0,63.48,15.96,95.59,1.28,6.87,6.69,7.09,1
948.98,3.046655935,4,689.82,27.86,5.24,29.14,14.91,81.71,1.31,4.88,10.0,9.99,1
915.33,2.625077528,4,404.85,7.19,6.52,30.86,49.13,88.4,1.2,5.36,1.14,4.24,1
985.17,1.010491793,2,1033.66,40.12,5.15,51.07,3.45,92.75,1.39,3.2,5.65,5.61,0
1271.07,3.513550093,4,1200.19,2.22,10.0,64.13,2.2,98.1,1.19,5.37,7.21,6.89,1
1903.45,2.625487117,2,312.82,28.74,6.48,33.87,15.65,93.21,1.93,5.74,4.81,4.53,1
1133.28,2.194938492,4,601.8,1.68,9.36,24.42,9.27,94.91,1.37,5.43,10.0,8.45,1
550.0,1.0,3,272.3,27.42,4.44,7.61,9.93,92.87,2.27,3.76,7.98,3.28,0
550.0,1.888014424,3,462.36,24.1,7.48,30.57,8.05,96.83,2.5,5.01,3.73,5.62,0
1499.48,4.589564842,4,239.94,49.71,9.08,8.75,37.11,83.89,1.96,6.87,6.57,5.83,1
790.32,1.497639415,3,603.84,14.13,9.1,21.54,20.21,98.89,1.53,5.1,5.34,7.01,1
950.35,2.490189397,3,926.39,69.53,5.96,111.62,27.39,95.95,1.97,6.79,4.35,7.4,1
781.49,2.063206208,3,539.35,5.11,6.09,45.32,22.52,96.38,1.13,5.16,7.64,2.12,0
574.97,1.494985804,2,728.27,14.94,2.85,34.67,19.46,90.29,0.61,1.53,10.0,7.05,0
1803.96,1.0,5,1359.9,30.68,9.52,30.97,2.64,91.99,1.61,5.34,3.71,9.14,0
896.07,1.608449681,2,221.12,43.53,4.12,67.63,0.67,86.82,2.4,0.13,0.49,4.14,1
833.3,1.048440791,4,415.2,37.09,5.76,57.47,11.2,94.76,1.51,3.84,7.88,8.08,1
1719.91,1.0,3,524.54,35.11,6.12,6.89,10.26,92.33,1.63,5.58,4.78,6.85,1
777.56,1.794734575,2,701.26,36.53,5.5,35.71,23.58,98.67,2.56,3.48,6.75,6.84,1
776.64,2.686526022,3,574.18,23.16,6.22,47.78,17.25,89.03,1.87,7.49,8.51,6.3,1
822.24,1.316987291,4,967.04,51.71,4.19,66.18,17.17,96.51,1.6,6.25,2.09,3.43,1
1114.36,4.80931537,2,505.49,26.67,7.0,37.75,19.23,99.9,1.53,4.39,5.85,7.94,1
748.24,1.390644092,3,109.07,7.19,9.69,56.47,8.84,90.36,2.25,6.94,5.87,3.13,0
550.0,2.403054434,3,143.45,18.98,5.07,80.88,28.25,90.66,1.96,3.47,4.97,3.5,0
814.83,3.473063963,4,619.33,30.71,8.08,13.53,12.19,91.23,1.95,4.57,6.49,5.04,1
1291.47,1.139580408,2,428.66,31.55,5.69,119.97,33.04,81.08,1.17,3.51,2.36,3.74,0
907.52,1.015720333,4,288.04,55.84,10.0,12.24,10.18,99.9,1.78,7.22,7.99,6.02,0
1253.25,3.141230038,4,765.5,25.12,9.7,8.98,4.83,97.44,2.18,4.43,10.0,6.14,1
1314.72,1.0,2,765.95,59.41,7.65,7.83,7.51,88.73,1.38,3.8,7.64,9.36,0
550.0,1.939942627,4,30.73,36.44,5.1,59.83,5.28,93.61,1.49,3.26,6.85,7.37,0
1445.21,3.208618266,4,107.18,58.13,10.0,2.75,16.01,86.09,1.73,5.55,5.14,5.49,1
960.99,2.92338302,2,841.25,16.49,5.21,115.0,42.77,90.4,1.95,5.66,1.21,6.94,1
1497.53,2.724352875,3,340.43,12.6,9.24,102.68,14.48,99.9,0.92,7.29,6.89,5.53,1
707.34,3.362907716,3,571.86,14.33,7.7,34.98,8.32,97.18,2.05,8.84,9.46,6.94,1
1219.26,2.918102072,5,349.82,22.94,6.47,6.46,3.39,93.86,1.37,5.47,7.41,7.46,1
1371.3,3.667584907,4,669.83,15.07,9.25,32.74,5.14,95.43,1.56,4.44,5.29,5.89,1
992.95,2.880031008,3,867.92,42.08,5.6,76.79,8.92,97.96,1.71,0.71,5.76,5.01,1
857.93,2.107979197,4,141.12,0.33,6.1,1.92,6.41,99.9,1.41,6.68,6.22,6.59,1
1139.91,3.215113326,3,273.39,43.69,2.73,65.98,27.89,80.31,1.72,0.98,1.04,4.41,1
1102.88,1.380191579,4,1004.95,35.8,10.0,56.78,49.5,99.9,0.49,8.05,7.54,4.99,0
1427.49,2.126220956,4,655.98,8.02,9.63,43.87,11.41,96.88,1.04,8.07,10.0,8.93,1
767.17,1.881860216,3,398.64,34.73,5.52,21.4,6.3,97.08,1.76,6.1,7.38,6.35,1
960.64,2.149745338,4,695.44,13.51,9.16,89.02,9.37,93.2,1.12,5.74,8.84,6.46,0
1296.86,2.692408256,5,572.74,27.45,8.64,77.97,23.63,89.87,1.11,6.62,2.27,1.6,1
712.03,2.646034056,3,133.02,18.75,6.9,101.05,22.69,90.48,1.65,6.13,6.49,6.16,0
609.92,1.810292101,1,314.15,1.63,2.53,68.06,23.45,93.01,1.87,2.33,2.78,5.09,0
834.23,3.28414431,3,551.58,19.97,6.52,64.65,19.2,82.62,2.04,3.25,8.81,6.97,0
1486.85,2.299745853,3,117.67,37.0,6.05,62.93,44.36,91.92,2.65,6.28,5.21,3.94,1
1034.82,2.138077722,4,782.79,21.05,9.29,17.64,42.63,97.55,1.91,6.72,3.05,3.52,0
1967.05,2.23160793,3,1080.25,23.29,9.27,97.49,17.71,83.9,2.25,7.34,5.22,4.15,1
550.0,1.364844596,5,236.62,20.36,8.9,62.2,13.45,92.61,2.19,5.61,3.98,3.62,0
1358.08,1.0,4,524.26,4.39,7.69,50.96,18.75,92.79,0.98,5.87,5.66,6.11,1
1593.68,1.986880679,2,403.84,0.89,8.59,14.64,4.26,92.94,1.45,5.75,8.99,10.0,1
1437.55,3.975360503,2,648.85,4.35,7.96,101.88,9.0,93.8,2.49,5.38,1.78,3.72,0
1299.92,3.254882042,3,344.43,4.53,10.0,46.94,8.29,99.9,1.38,7.84,10.0,10.0,1
1263.08,2.39577864,4,907.5,26.35,7.63,81.52,29.64,94.76,1.46,6.04,4.18,3.08,0
574.1,2.38636649,3,464.9,28.43,3.13,47.5,7.9,84.86,1.23,0.99,5.33,4.12,1
701.95,1.324449807,3,121.98,31.0,6.02,82.14,31.8,97.4,1.65,4.15,2.0,5.85,0
550.0,2.389430015,3,174.0,21.85,6.03,104.79,33.35,98.81,1.75,6.84,5.33,7.69,0
662.79,2.085815753,2,403.94,65.46,7.45,36.21,26.34,99.09,0.48,6.12,8.18,5.29,0
855.57,2.251610513,4,628.18,20.32,6.84,90.0,15.39,99.9,1.48,5.24,3.31,5.77,1
1349.78,2.186944744,1,326.74,51.0,6.36,49.6,43.34,89.95,1.63,3.47,7.05,5.22,0
1075.66,1.965149506,4,526.25,16.71,9.89,47.39,3.14,89.93,1.45,7.91,8.66,8.54,1
918.86,1.0,1,555.33,15.57,5.97,60.72,37.6,93.33,1.61,1.06,2.91,6.0,0
2068.82,2.315746015,5,617.05,37.98,8.67,62.99,4.29,99.68,0.81,9.35,7.92,5.27,1
550.0,1.201810367,3,528.13,65.22,7.84,51.73,14.0,97.32,0.98,1.39,9.01,7.43,1
1080.83,3.465119659,3,779.97,78.38,5.21,34.1,13.19,99.9,1.43,6.13,2.8,2.26,1
1099.56,1.507324874,3,432.09,31.18,7.66,77.51,16.49,92.35,1.5,4.39,3.57,6.43,1
578.86,2.237802931,4,250.57,9.24,7.78,109.2,2.57,91.02,1.69,3.74,3.45,5.7,0
645.66,1.669361529,4,432.17,2.05,6.79,86.32,2.1,95.06,0.7,5.16,4.77,5.45,1
1376.84,2.875836742,4,527.95,50.51,4.73,49.04,14.63,96.06,1.44,5.99,4.0,6.28,1
2137.72,1.698082102,3,274.36,11.07,8.32,0.39,10.32,88.29,0.05,5.42,6.07,4.57,1
550.0,1.343697472,3,626.47,29.29,5.97,85.79,7.49,96.44,2.01,3.59,2.3,2.57,0
632.25,1.268074488,2,575.53,15.28,5.24,14.13,17.2,90.94,2.28,0.31,6.88,3.83,0
1526.53,2.063532157,6,1276.59,13.63,8.38,71.51,2.5,90.55,1.27,7.83,1.28,4.6,1
1528.82,3.373255555,3,624.83,1.12,7.37,26.67,0.14,89.93,1.85,6.71,10.0,8.96,1
1245.47,1.036799305,1,521.89,14.01,5.19,8.89,14.08,98.63,2.27,3.13,4.93,5.36,0
1153.56,3.062199303,4,382.87,53.58,6.01,42.73,7.91,94.58,1.56,4.85,4.26,1.88,1
1428.56,1.257661583,3,661.4,18.62,8.49,35.0,17.28,99.9,1.13,6.42,2.13,2.77,1
1626.92,2.742406586,4,72.4,21.31,7.52,17.3,19.83,88.62,0.94,5.5,8.49,9.97,1
1709.55,1.230665502,3,564.85,6.4,7.57,29.54,1.63,94.55,1.88,6.29,0.96,1.95,0
550.0,1.887114507,2,1101.84,8.17,6.92,20.42,9.71,97.61,1.07,5.38,9.74,5.44,0
883.04,1.652480772,3,259.69,3.7,7.01,19.15,9.32,96.06,2.02,3.27,4.51,5.13,0
756.5,2.186455213,2,94.81,24.76,7.0,87.91,9.44,94.32,1.68,5.71,7.66,8.35,0
1572.67,2.568497877,1,176.02,3.27,5.76,123.41,35.23,95.63,0.8,5.15,3.81,5.06,0
1433.13,2.179598459,3,273.31,42.44,5.97,49.66,36.27,86.05,2.14,4.41,2.93,2.41,1
992.99,1.0,3,1006.05,20.24,8.33,8.22,3.97,99.9,1.81,4.19,7.1,7.04,1
550.0,2.348662858,4,1.3,43.15,4.14,37.28,12.36,89.37,2.53,6.95,3.29,4.72,0
550.0,1.743022132,3,83.86,9.53,5.7,77.0,24.42,90.03,1.03,2.61,6.21,2.44,0
550.0,1.676497784,3,339.7,5.16,7.56,3.79,9.4,92.72,1.49,7.66,10.0,8.52,1
711.62,1.365034312,5,207.21,32.58,8.21,62.0,33.85,92.41,2.18,5.47,6.48,4.78,1
1645.3,1.017037299,4,87.61,72.39,6.51,22.7,4.37,94.86,0.89,8.29,8.4,7.1,1
792.4,3.994737994,3,720.05,38.52,9.71,33.96,12.53,91.15,1.29,9.42,7.01,9.32,1
718.38,1.60688204,3,675.71,3.78,8.99,58.3,9.15,97.98,2.48,3.81,4.03,0.59,0
550.0,2.081040197,3,496.33,48.02,1.45,23.96,17.13,91.69,1.19,1.38,0.84,2.69,0
1411.82,1.312427865,3,805.63,53.04,8.66,19.78,7.49,89.49,1.31,2.79,4.11,4.93,1
1169.3,1.654690252,5,376.64,53.9,5.73,21.16,10.44,99.9,1.96,3.63,5.84,4.31,1
796.75,2.080707923,1,490.35,61.69,5.31,49.0,2.66,88.45,1.13,3.77,7.31,8.12,0
739.23,1.617846731,3,583.95,38.27,6.59,46.92,31.78,93.8,1.36,5.13,4.05,5.17,0
1117.45,1.0,3,85.43,0.62,6.48,24.14,20.2,91.99,1.72,3.91,2.99,3.26,0
550.0,3.242699714,5,551.36,48.43,7.3,91.32,16.36,90.16,2.21,5.19,6.12,6.1,1
1449.62,4.082117066,4,361.41,25.98,6.85,114.63,9.0,98.36,1.93,4.79,2.47,7.82,1
1171.95,1.858898344,3,825.6,34.49,2.95,19.95,16.35,89.01,0.96,2.86,7.26,8.9,1
550.0,1.0,4,457.3,45.4,9.06,8.61,0.83,97.52,1.96,3.88,9.76,6.52,0
952.63,3.208535306,4,417.99,26.62,7.08,6.15,2.2,92.29,1.67,4.32,9.36,4.56,0
1410.37,2.071811617,2,380.29,34.45,7.09,48.3,9.75,91.03,0.73,6.66,6.18,8.85,0
1050.07,1.621971779,4,351.05,66.52,9.34,12.23,22.58,96.92,1.44,8.11,6.04,4.28,1
882.69,1.0,4,404.84,52.67,5.96,5.51,18.98,90.63,2.68,1.91,7.63,8.95,0
550.0,1.0,3,191.07,44.56,4.98,88.9,5.28,91.59,1.63,2.09,3.97,5.2,0
1074.67,2.188237447,3,779.04,20.57,7.67,49.21,0.23,90.12,1.36,3.85,5.0,4.72,0
563.33,1.132005717,3,268.21,6.64,9.06,35.55,7.76,96.47,1.86,5.48,3.33,4.25,0
1064.72,3.089683464,4,444.14,54.88,6.74,9.04,37.17,99.9,1.65,4.96,3.33,4.94,1
911.36,1.62837391,3,916.49,41.82,5.93,40.53,26.32,96.68,1.41,6.2,2.04,4.12,0
1033.23,1.063519303,2,488.34,78.47,3.93,30.72,34.02,85.6,1.08,0.74,6.61,6.6,0
994.94,2.467437863,3,507.81,35.25,10.0,104.41,35.99,92.61,2.17,6.48,6.76,5.17,1
1954.7,1.660421411,3,456.4,14.96,10.0,111.8,29.96,96.8,1.42,5.84,7.39,6.05,1
1066.78,2.310846015,5,323.34,18.99,10.0,11.08,19.44,99.85,1.24,6.3,6.06,7.13,1
873.68,3.144285154,3,249.09,23.16,9.36,24.34,18.27,99.9,0.97,3.91,6.87,7.9,1
1235.16,2.445413443,1,659.72,38.95,5.7,43.09,16.96,93.94,1.4,7.34,6.71,3.46,0
779.75,2.340001737,2,65.34,59.82,4.97,28.84,7.62,95.61,2.18,3.92,7.49,6.67,1
896.92,1.611996447,3,403.84,21.45,6.23,53.3,0.85,90.45,1.51,4.11,3.72,6.96,1
752.71,2.584827718,2,825.31,44.37,4.33,8.94,19.79,89.35,1.6,3.41,8.56,5.13,0
1092.07,2.271618074,2,476.54,28.09,6.69,10.36,16.12,88.95,1.13,3.51,5.59,10.0,1
1309.91,2.90707305,3,335.19,26.23,6.59,37.93,1.82,92.67,1.84,1.84,0.5,5.46,1
666.22,3.813368508,4,1166.41,47.17,6.82,18.84,13.36,96.39,1.45,5.27,6.44,9.58,1
550.0,1.0,2,525.01,22.64,5.89,16.43,32.07,88.78,1.49,2.42,2.77,4.63,0
1324.76,2.031773639,3,591.56,0.53,10.0,40.36,28.77,95.09,1.1,5.61,3.37,4.41,0
1507.66,4.892005649,4,6.65,43.4,8.58,0.84,5.73,95.07,1.53,7.09,5.78,3.4,1
816.72,1.0,4,713.46,18.06,6.59,26.89,9.37,90.24,1.63,7.08,5.46,6.33,1
990.36,2.109893688,3,270.8,19.87,4.77,38.09,2.07,99.13,1.48,3.69,3.63,5.25,1
